"id","Name","Universe","Alignment","Eye_Color","Sex","GSM","Alive","AppearanceBin","Inaugural_Mo","Inaugural_Yr","IdentitiyStatus","URL","TotalAppearances"
947,"Victory (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Sep",1941,"","https://dc.fandom.com/wiki/Victory_(New_Earth)",130
948,"Katma Tui (New Earth)","dc","Good Characters","","Female Characters","","Deceased Characters",1,"Jul",1964,"Public Identity","https://dc.fandom.com/wiki/Katma_Tui_(New_Earth)",129
949,"Walter Haley (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Feb",1957,"Public Identity","https://dc.fandom.com/wiki/Walter_Haley_(New_Earth)",129
950,"Charles Victor Szasz (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jun",1967,"Secret Identity","https://dc.fandom.com/wiki/Charles_Victor_Szasz_(New_Earth)",128
951,"Ares (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Living Characters",1,"Feb",1987,"Public Identity","https://dc.fandom.com/wiki/Ares_(New_Earth)",127
952,"Rip Carter (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Jun",1942,"Public Identity","https://dc.fandom.com/wiki/Rip_Carter_(New_Earth)",127
953,"Eradicator (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Deceased Characters",1,"May",1989,"Public Identity","https://dc.fandom.com/wiki/Eradicator_(New_Earth)",126
954,"Emil Hamilton (New Earth)","dc","Bad Characters","Hazel Eyes","Male Characters","","Living Characters",1,"Jan",1987,"Public Identity","https://dc.fandom.com/wiki/Emil_Hamilton_(New_Earth)",126
955,"Richard Swift (New Earth)","dc","Neutral Characters","Grey Eyes","Male Characters","","Living Characters",1,"Sep",1942,"Secret Identity","https://dc.fandom.com/wiki/Richard_Swift_(New_Earth)",126
956,"Frederick Freeman (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"May",1995,"Secret Identity","https://dc.fandom.com/wiki/Frederick_Freeman_(New_Earth)",125
957,"Katar Hol (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1989,"Secret Identity","https://dc.fandom.com/wiki/Katar_Hol_(New_Earth)",125
958,"Richard Occult (New Earth)","dc","","Grey Eyes","Male Characters","","Living Characters",1,"Oct",1935,"Secret Identity","https://dc.fandom.com/wiki/Richard_Occult_(New_Earth)",125
959,"Maxima (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Deceased Characters",1,"Sep",1989,"Public Identity","https://dc.fandom.com/wiki/Maxima_(New_Earth)",124
960,"Dawn Granger (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Oct",1988,"Secret Identity","https://dc.fandom.com/wiki/Dawn_Granger_(New_Earth)",124
961,"Inza Cramer (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Deceased Characters",1,"May",1940,"Secret Identity","https://dc.fandom.com/wiki/Inza_Cramer_(New_Earth)",124
962,"Linda Danvers (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Sep",1996,"Secret Identity","https://dc.fandom.com/wiki/Linda_Danvers_(New_Earth)",123
963,"Dubbilex (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",1,"Mar",1971,"Public Identity","https://dc.fandom.com/wiki/Dubbilex_(New_Earth)",123
964,"Gunner MacKay (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"May",1959,"Public Identity","https://dc.fandom.com/wiki/Gunner_MacKay_(New_Earth)",123
965,"Antonia Monetti (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Oct",1996,"Secret Identity","https://dc.fandom.com/wiki/Antonia_Monetti_(New_Earth)",122
966,"Jack Knight (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Sep",1994,"Public Identity","https://dc.fandom.com/wiki/Jack_Knight_(New_Earth)",122
967,"Skeets (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Feb",1986,"Public Identity","https://dc.fandom.com/wiki/Skeets_(New_Earth)",122
968,"Nimue Inwudu (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Feb",1978,"Public Identity","https://dc.fandom.com/wiki/Nimue_Inwudu_(New_Earth)",121
969,"Khaji Da (New Earth)","dc","Good Characters","","","","Living Characters",1,"Jun",1964,"Secret Identity","https://dc.fandom.com/wiki/Khaji_Da_(New_Earth)",121
970,"Sarge Clay (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"May",1959,"Public Identity","https://dc.fandom.com/wiki/Sarge_Clay_(New_Earth)",121
971,"Elizabeth Lawrence (New Earth)","dc","","Blue Eyes","Female Characters","","Living Characters",1,"Dec",1942,"Secret Identity","https://dc.fandom.com/wiki/Elizabeth_Lawrence_(New_Earth)",120
972,"Pallas Athena (New Earth)","dc","Neutral Characters","Grey Eyes","Female Characters","","Living Characters",1,"May",1958,"Public Identity","https://dc.fandom.com/wiki/Pallas_Athena_(New_Earth)",118
973,"Crispus Allen (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Mar",2000,"Secret Identity","https://dc.fandom.com/wiki/Crispus_Allen_(New_Earth)",116
974,"Evan McCulloch (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Feb",1989,"Secret Identity","https://dc.fandom.com/wiki/Evan_McCulloch_(New_Earth)",116
975,"Terrence Long (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jun",1981,"Public Identity","https://dc.fandom.com/wiki/Terrence_Long_(New_Earth)",116
976,"Strata (New Earth)","dc","Good Characters","White Eyes","Female Characters","","Living Characters",1,"Feb",1989,"Public Identity","https://dc.fandom.com/wiki/Strata_(New_Earth)",115
977,"Granny Goodness (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Jun",1971,"Public Identity","https://dc.fandom.com/wiki/Granny_Goodness_(New_Earth)",115
978,"Dolphin (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Dec",1968,"","https://dc.fandom.com/wiki/Dolphin_(New_Earth)",115
979,"Zeus (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",1,"Dec",1941,"Public Identity","https://dc.fandom.com/wiki/Zeus_(New_Earth)",115
980,"Holly Robinson (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","Homosexual Characters","Living Characters",1,"Feb",1987,"Secret Identity","https://dc.fandom.com/wiki/Holly_Robinson_(New_Earth)",114
981,"Martha Kane (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Feb",1987,"Public Identity","https://dc.fandom.com/wiki/Martha_Kane_(New_Earth)",113
982,"Jason Woodrue (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Living Characters",1,"Jul",1962,"Public Identity","https://dc.fandom.com/wiki/Jason_Woodrue_(New_Earth)",113
983,"John Sargent (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"May",1941,"Secret Identity","https://dc.fandom.com/wiki/John_Sargent_(New_Earth)",113
984,"Dian Belmont (New Earth)","dc","Good Characters","Hazel Eyes","Female Characters","","Deceased Characters",1,"Feb",1940,"Public Identity","https://dc.fandom.com/wiki/Dian_Belmont_(New_Earth)",113
985,"Edward Bloomberg (New Earth)","dc","Good Characters","Yellow Eyes","Male Characters","","Deceased Characters",1,"Jun",1984,"Secret Identity","https://dc.fandom.com/wiki/Edward_Bloomberg_(New_Earth)",111
986,"Leslie Thompkins (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Mar",1976,"Public Identity","https://dc.fandom.com/wiki/Leslie_Thompkins_(New_Earth)",111
987,"Dmitri Pushkin (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Feb",1987,"Secret Identity","https://dc.fandom.com/wiki/Dmitri_Pushkin_(New_Earth)",110
988,"June Moone (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Apr",1966,"Secret Identity","https://dc.fandom.com/wiki/June_Moone_(New_Earth)",110
989,"Mia Dearden (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"May",2001,"Secret Identity","https://dc.fandom.com/wiki/Mia_Dearden_(New_Earth)",109
990,"Krypto (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Mar",1955,"Secret Identity","https://dc.fandom.com/wiki/Krypto_(New_Earth)",109
991,"Ohiyesa I (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Sep",1949,"Public Identity","https://dc.fandom.com/wiki/Ohiyesa_I_(New_Earth)",109
992,"Donald Richards (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Mar",1942,"Secret Identity","https://dc.fandom.com/wiki/Donald_Richards_(New_Earth)",109
993,"Zauriel (New Earth)","dc","Good Characters","Red Eyes","Male Characters","","Living Characters",1,"Jun",1997,"Public Identity","https://dc.fandom.com/wiki/Zauriel_(New_Earth)",108
994,"Leonid Kovar (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",1,"Dec",1968,"Secret Identity","https://dc.fandom.com/wiki/Leonid_Kovar_(New_Earth)",108
995,"Thomas Blake (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1963,"Secret Identity","https://dc.fandom.com/wiki/Thomas_Blake_(New_Earth)",108
996,"Emily Briggs (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Sep",1985,"Public Identity","https://dc.fandom.com/wiki/Emily_Briggs_(New_Earth)",107
997,"Lilith Clay (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Deceased Characters",1,"Feb",1970,"Secret Identity","https://dc.fandom.com/wiki/Lilith_Clay_(New_Earth)",107
998,"Thomas Tresser (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Sep",1980,"Secret Identity","https://dc.fandom.com/wiki/Thomas_Tresser_(New_Earth)",106
999,"Hans von Hammer (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Feb",1965,"Public Identity","https://dc.fandom.com/wiki/Hans_von_Hammer_(New_Earth)",106
1000,"William Polk (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Feb",1948,"Secret Identity","https://dc.fandom.com/wiki/William_Polk_(New_Earth)",106
1001,"Lyla Michaels (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Deceased Characters",1,"Jul",1982,"Public Identity","https://dc.fandom.com/wiki/Lyla_Michaels_(New_Earth)",105
1002,"Bruce Gordon (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Jul",1963,"Public Identity","https://dc.fandom.com/wiki/Bruce_Gordon_(New_Earth)",105
1003,"Sugar Plumm (New Earth)","dc","Good Characters","","Female Characters","","Living Characters",1,"May",1956,"","https://dc.fandom.com/wiki/Sugar_Plumm_(New_Earth)",105
1004,"Jervis Tetch (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Oct",1948,"Secret Identity","https://dc.fandom.com/wiki/Jervis_Tetch_(New_Earth)",105
1005,"Enya Wazzo (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Nov",1989,"Secret Identity","https://dc.fandom.com/wiki/Enya_Wazzo_(New_Earth)",104
1006,"Werner Vertigo (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jul",1978,"Secret Identity","https://dc.fandom.com/wiki/Werner_Vertigo_(New_Earth)",104
1007,"Sapphire Stagg (New Earth)","dc","Neutral Characters","Blue Eyes","Female Characters","","Living Characters",1,"Jan",1965,"","https://dc.fandom.com/wiki/Sapphire_Stagg_(New_Earth)",104
1008,"Zinda Blake (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Feb",1959,"Secret Identity","https://dc.fandom.com/wiki/Zinda_Blake_(New_Earth)",104
1009,"Cecil Wilson (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"May",1956,"","https://dc.fandom.com/wiki/Cecil_Wilson_(New_Earth)",104
1010,"Aphrodite (New Earth)","dc","Neutral Characters","Blue Eyes","Female Characters","","Living Characters",1,"Dec",1941,"Public Identity","https://dc.fandom.com/wiki/Aphrodite_(New_Earth)",104
1011,"Sarah Essen (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Mar",1987,"Public Identity","https://dc.fandom.com/wiki/Sarah_Essen_(New_Earth)",103
1012,"Jade Nguyen (New Earth)","dc","Bad Characters","Green Eyes","Female Characters","","Living Characters",1,"Aug",1983,"Secret Identity","https://dc.fandom.com/wiki/Jade_Nguyen_(New_Earth)",103
1013,"Rip Hunter (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",1,"Jun",1959,"Secret Identity","https://dc.fandom.com/wiki/Rip_Hunter_(New_Earth)",103
1014,"Wing How (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Oct",1938,"Secret Identity","https://dc.fandom.com/wiki/Wing_How_(New_Earth)",103
1015,"Jack Drake (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Deceased Characters",1,"Aug",1989,"","https://dc.fandom.com/wiki/Jack_Drake_(New_Earth)",102
1016,"Vril Dox I (New Earth)","dc","Bad Characters","Green Eyes","Male Characters","","Living Characters",1,"Mar",1988,"Secret Identity","https://dc.fandom.com/wiki/Vril_Dox_I_(New_Earth)",102
1017,"Adolf Hitler (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Mar",1942,"Public Identity","https://dc.fandom.com/wiki/Adolf_Hitler_(New_Earth)",101
1018,"Grace Choi (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","Bisexual Characters","Living Characters",1,"Aug",2003,"Secret Identity","https://dc.fandom.com/wiki/Grace_Choi_(New_Earth)",100
1019,"Lawrence Jordan (New Earth)","dc","","Brown Eyes","Male Characters","","Deceased Characters",1,"Feb",1942,"Secret Identity","https://dc.fandom.com/wiki/Lawrence_Jordan_(New_Earth)",100
1020,"Natasha Irons (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Feb",1994,"Public Identity","https://dc.fandom.com/wiki/Natasha_Irons_(New_Earth)",99
1021,"Katherine Spencer (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Oct",2004,"Secret Identity","https://dc.fandom.com/wiki/Katherine_Spencer_(New_Earth)",98
1022,"Stealth (New Earth)","dc","Good Characters","Pink Eyes","Female Characters","","Deceased Characters",1,"Feb",1989,"Secret Identity","https://dc.fandom.com/wiki/Stealth_(New_Earth)",98
1023,"Lorraine Reilly (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Jun",1982,"Secret Identity","https://dc.fandom.com/wiki/Lorraine_Reilly_(New_Earth)",98
1024,"Noah Kuttler (New Earth)","dc","Bad Characters","Green Eyes","Male Characters","","Living Characters",1,"Sep",1976,"Public Identity","https://dc.fandom.com/wiki/Noah_Kuttler_(New_Earth)",98
1025,"Despero (New Earth)","dc","Bad Characters","Yellow Eyes","Male Characters","","Living Characters",1,"Nov",1960,"Public Identity","https://dc.fandom.com/wiki/Despero_(New_Earth)",98
1026,"Jan Haasan (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Jun",1942,"Public Identity","https://dc.fandom.com/wiki/Jan_Haasan_(New_Earth)",98
1027,"Tef\u00e9 Holland (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","Bisexual Characters","Living Characters",1,"Dec",1989,"","https://dc.fandom.com/wiki/Tef%C3%A9_Holland_(New_Earth)",97
1028,"Hippolyta Trevor (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Feb",1983,"Secret Identity","https://dc.fandom.com/wiki/Hippolyta_Trevor_(New_Earth)",97
1029,"Jeffrey Franklin Burr (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Deceased Characters",1,"Mar",1976,"Secret Identity","https://dc.fandom.com/wiki/Jeffrey_Franklin_Burr_(New_Earth)",97
1030,"Bizarro (New Earth)","dc","Neutral Characters","Black Eyes","Male Characters","","Living Characters",1,"Sep",2000,"Public Identity","https://dc.fandom.com/wiki/Bizarro_(New_Earth)",96
1031,"Henry Henshaw (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"May",1990,"Secret Identity","https://dc.fandom.com/wiki/Henry_Henshaw_(New_Earth)",96
1032,"Charles Dickles (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Jun",1941,"Public Identity","https://dc.fandom.com/wiki/Charles_Dickles_(New_Earth)",96
1033,"Maxine Hunkel (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Feb",2007,"Secret Identity","https://dc.fandom.com/wiki/Maxine_Hunkel_(New_Earth)",95
1034,"Dream (New Earth)","dc","Neutral Characters","Black Eyes","Male Characters","","Deceased Characters",1,"Jan",1989,"Secret Identity","https://dc.fandom.com/wiki/Dream_(New_Earth)",95
1035,"Wade Eiling (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Living Characters",1,"Mar",1987,"Public Identity","https://dc.fandom.com/wiki/Wade_Eiling_(New_Earth)",95
1036,"Black Manta (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Oct",1967,"Secret Identity","https://dc.fandom.com/wiki/Black_Manta_(New_Earth)",95
1037,"Felix Faust (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Mar",1962,"Secret Identity","https://dc.fandom.com/wiki/Felix_Faust_(New_Earth)",95
1038,"Virgil Hawkins (Dakotaverse)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Jun",1993,"Secret Identity","https://dc.fandom.com/wiki/Virgil_Hawkins_(Dakotaverse)",94
1039,"James Harper (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Apr",1942,"Public Identity","https://dc.fandom.com/wiki/James_Harper_(New_Earth)",94
1040,"Soranik Natu (New Earth)","dc","Good Characters","Purple Eyes","Female Characters","","Living Characters",1,"Nov",2005,"Public Identity","https://dc.fandom.com/wiki/Soranik_Natu_(New_Earth)",93
1041,"Anissa Pierce (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","Homosexual Characters","Living Characters",1,"Aug",2003,"Secret Identity","https://dc.fandom.com/wiki/Anissa_Pierce_(New_Earth)",92
1042,"Roman Sionis (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Deceased Characters",1,"Aug",1985,"Public Identity","https://dc.fandom.com/wiki/Roman_Sionis_(New_Earth)",92
1043,"Henry King, Jr. (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1983,"Public Identity","https://dc.fandom.com/wiki/Henry_King,_Jr._(New_Earth)",92
1044,"Orm Marius (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Oct",1966,"Secret Identity","https://dc.fandom.com/wiki/Orm_Marius_(New_Earth)",92
1045,"Citizen Abra (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"May",1962,"Secret Identity","https://dc.fandom.com/wiki/Citizen_Abra_(New_Earth)",92
1046,"Abin Sur (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Oct",1959,"Public Identity","https://dc.fandom.com/wiki/Abin_Sur_(New_Earth)",92
1047,"Merlin (New Earth)","dc","Neutral Characters","Black Eyes","Male Characters","","Living Characters",1,"Feb",1936,"Secret Identity","https://dc.fandom.com/wiki/Merlin_(New_Earth)",92
1048,"William Payton (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Oct",1988,"Secret Identity","https://dc.fandom.com/wiki/William_Payton_(New_Earth)",91
1049,"Danette Reilly (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1981,"Secret Identity","https://dc.fandom.com/wiki/Danette_Reilly_(New_Earth)",91
1050,"Jonathan Tane (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Aug",1948,"Secret Identity","https://dc.fandom.com/wiki/Jonathan_Tane_(New_Earth)",91
1051,"Ronald Troupe (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Jul",1991,"Public Identity","https://dc.fandom.com/wiki/Ronald_Troupe_(New_Earth)",90
1052,"William Storm (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Jun",1964,"Public Identity","https://dc.fandom.com/wiki/William_Storm_(New_Earth)",90
1053,"Hermes (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1959,"Public Identity","https://dc.fandom.com/wiki/Hermes_(New_Earth)",90
1054,"Timothy Hunter (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Dec",1990,"Public Identity","https://dc.fandom.com/wiki/Timothy_Hunter_(New_Earth)",89
1055,"Taghurrhu (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",1,"Jun",1981,"Public Identity","https://dc.fandom.com/wiki/Taghurrhu_(New_Earth)",89
1056,"Sandra Wu-San (New Earth)","dc","Neutral Characters","Brown Eyes","Female Characters","","Living Characters",1,"Jan",1976,"Secret Identity","https://dc.fandom.com/wiki/Sandra_Wu-San_(New_Earth)",89
1057,"Eobard Thawne (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Sep",1963,"Secret Identity","https://dc.fandom.com/wiki/Eobard_Thawne_(New_Earth)",89
1058,"William Zard (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1947,"Public Identity","https://dc.fandom.com/wiki/William_Zard_(New_Earth)",89
1059,"Arnold Wesker (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Feb",1988,"Public Identity","https://dc.fandom.com/wiki/Arnold_Wesker_(New_Earth)",88
1060,"Philippus (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Feb",1987,"Public Identity","https://dc.fandom.com/wiki/Philippus_(New_Earth)",88
1061,"David Clinton (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",1,"Nov",1962,"Secret Identity","https://dc.fandom.com/wiki/David_Clinton_(New_Earth)",88
1062,"Bobo T. Chimpanzee (New Earth)","dc","","Black Eyes","Male Characters","","Living Characters",1,"Aug",1952,"","https://dc.fandom.com/wiki/Bobo_T._Chimpanzee_(New_Earth)",88
1063,"Mister Bones (New Earth)","dc","Neutral Characters","","Male Characters","","Living Characters",1,"Jul",1985,"Secret Identity","https://dc.fandom.com/wiki/Mister_Bones_(New_Earth)",87
1064,"Mikaal Tomas (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","Homosexual Characters","Living Characters",1,"Mar",1976,"Secret Identity","https://dc.fandom.com/wiki/Mikaal_Tomas_(New_Earth)",87
1065,"Peter Ross (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1961,"Public Identity","https://dc.fandom.com/wiki/Peter_Ross_(New_Earth)",87
1066,"Matthew Tyler (New Earth)","dc","Good Characters","White Eyes","Male Characters","","Deceased Characters",1,"Nov",1997,"Public Identity","https://dc.fandom.com/wiki/Matthew_Tyler_(New_Earth)",86
1067,"Suzanne King-Jones (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1997,"Secret Identity","https://dc.fandom.com/wiki/Suzanne_King-Jones_(New_Earth)",86
1068,"Rosabelle Mendez (New Earth)","dc","Good Characters","Red Eyes","","","Deceased Characters",1,"Feb",1991,"Secret Identity","https://dc.fandom.com/wiki/Rosabelle_Mendez_(New_Earth)",86
1069,"Sardath (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Dec",1958,"Public Identity","https://dc.fandom.com/wiki/Sardath_(New_Earth)",86
1070,"Herakles (New Earth)","dc","","Brown Eyes","Male Characters","","Living Characters",1,"Dec",1941,"Public Identity","https://dc.fandom.com/wiki/Herakles_(New_Earth)",86
1071,"Harold Thompson (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",1,"Jun",1938,"Secret Identity","https://dc.fandom.com/wiki/Harold_Thompson_(New_Earth)",86
1072,"Shayera Thal (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Aug",1989,"Secret Identity","https://dc.fandom.com/wiki/Shayera_Thal_(New_Earth)",85
1073,"Mallah (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","Homosexual Characters","Deceased Characters",1,"Mar",1964,"Secret Identity","https://dc.fandom.com/wiki/Mallah_(New_Earth)",85
1074,"Congorilla (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1959,"Public Identity","https://dc.fandom.com/wiki/Congorilla_(New_Earth)",85
1075,"Thomas Elliot (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",2003,"Secret Identity","https://dc.fandom.com/wiki/Thomas_Elliot_(New_Earth)",84
1076,"Greta Hayes (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Jun",1998,"Secret Identity","https://dc.fandom.com/wiki/Greta_Hayes_(New_Earth)",84
1077,"Parallax (New Earth)","dc","Bad Characters","","","","Living Characters",1,"Mar",1994,"Secret Identity","https://dc.fandom.com/wiki/Parallax_(New_Earth)",84
1078,"Julia Deneiros (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Apr",1987,"Public Identity","https://dc.fandom.com/wiki/Julia_Deneiros_(New_Earth)",84
1079,"Etta Candy (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Feb",1942,"Public Identity","https://dc.fandom.com/wiki/Etta_Candy_(New_Earth)",84
1080,"Jonathan Law (New Earth)","dc","","Blue Eyes","Male Characters","","Deceased Characters",1,"Oct",1941,"Secret Identity","https://dc.fandom.com/wiki/Jonathan_Law_(New_Earth)",84
1081,"Thomas Bronson (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Feb",2007,"Secret Identity","https://dc.fandom.com/wiki/Thomas_Bronson_(New_Earth)",83
1082,"Norda Cantrell (New Earth)","dc","","White Eyes","Male Characters","","Living Characters",1,"Sep",1983,"Secret Identity","https://dc.fandom.com/wiki/Norda_Cantrell_(New_Earth)",83
1083,"Karen Beecher (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Dec",1976,"Secret Identity","https://dc.fandom.com/wiki/Karen_Beecher_(New_Earth)",83
1084,"Ellen Frazier (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Sep",1965,"Public Identity","https://dc.fandom.com/wiki/Ellen_Frazier_(New_Earth)",83
1085,"Simon Stagg (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1965,"Public Identity","https://dc.fandom.com/wiki/Simon_Stagg_(New_Earth)",83
1086,"Rex, the Wonder Dog (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Feb",1952,"Public Identity","https://dc.fandom.com/wiki/Rex,_the_Wonder_Dog_(New_Earth)",83
1087,"Isamot Kol (New Earth)","dc","Good Characters","Yellow Eyes","Male Characters","","Living Characters",1,"Nov",2005,"Secret Identity","https://dc.fandom.com/wiki/Isamot_Kol_(New_Earth)",82
